Unnamed: 0,弹幕内容,视频名称
488,阴乐,【旧曲新歌奥密克戎】2022春晚押题相声
489,唐马儒,【旧曲新歌奥密克戎】2022春晚押题相声
490,我想你们死了哈哈哈,【旧曲新歌奥密克戎】2022春晚押题相声
491,王秘书,【旧曲新歌奥密克戎】2022春晚押题相声
492,这不老崔的摇滚吗？,【旧曲新歌奥密克戎】2022春晚押题相声
493,哈哈哈会玩,【旧曲新歌奥密克戎】2022春晚押题相声
494,律师函警告,【旧曲新歌奥密克戎】2022春晚押题相声
495,您这手可是四儿,【旧曲新歌奥密克戎】2022春晚押题相声
496,诶，我就投就投！,【旧曲新歌奥密克戎】2022春晚押题相声
497,哈哈哈哈,【旧曲新歌奥密克戎】2022春晚押题相声
498,好,【旧曲新歌奥密克戎】2022春晚押题相声
499,灭了他,【旧曲新歌奥密克戎】2022春晚押题相声
500,外国就不刮风吗？,【旧曲新歌奥密克戎】2022春晚押题相声
501,谢谢up，已经瞎了,【旧曲新歌奥密克戎】2022春晚押题相声
502,妈呀，歌比我还大,【旧曲新歌奥密克戎】2022春晚押题相声
503,我投了,【旧曲新歌奥密克戎】2022春晚押题相声
504,666666,【旧曲新歌奥密克戎】2022春晚押题相声
505,开花开花,【旧曲新歌奥密克戎】2022春晚押题相声
506,好！,【旧曲新歌奥密克戎】2022春晚押题相声
507,哈哈哈哈哈其实唱的尽力了,【旧曲新歌奥密克戎】2022春晚押题相声
508,唱的好，下次不要再唱了,【旧曲新歌奥密克戎】2022春晚押题相声
509,传统艺能,【旧曲新歌奥密克戎】2022春晚押题相声
510,哈哈哈哈哈哈哈哈,【旧曲新歌奥密克戎】2022春晚押题相声
511,牛蛙牛蛙,【旧曲新歌奥密克戎】2022春晚押题相声
512,鼓棒都没敲到鼓面上！,【旧曲新歌奥密克戎】2022春晚押题相声
513,皴老师,【旧曲新歌奥密克戎】2022春晚押题相声
514,好,【旧曲新歌奥密克戎】2022春晚押题相声
515,主要是确实不会唱,【旧曲新歌奥密克戎】2022春晚押题相声
516,好,【旧曲新歌奥密克戎】2022春晚押题相声
517,国足20年没进世界杯了。,【旧曲新歌奥密克戎】2022春晚押题相声
518,哈哈哈哈哈哈,【旧曲新歌奥密克戎】2022春晚押题相声
519,我给你投！,【旧曲新歌奥密克戎】2022春晚押题相声
520,6666,【旧曲新歌奥密克戎】2022春晚押题相声
521,高产似母猪,【旧曲新歌奥密克戎】2022春晚押题相声
522,这河狸嘛,【旧曲新歌奥密克戎】2022春晚押题相声
523,这个真不错,【旧曲新歌奥密克戎】2022春晚押题相声
524,开始了开始了,【旧曲新歌奥密克戎】2022春晚押题相声
525,2333333,【旧曲新歌奥密克戎】2022春晚押题相声
526,味儿太冲了,【旧曲新歌奥密克戎】2022春晚押题相声
527,冰冰呢，我的冰冰哪里去了,【旧曲新歌奥密克戎】2022春晚押题相声
528,哈哈哈,【旧曲新歌奥密克戎】2022春晚押题相声
529,好,【旧曲新歌奥密克戎】2022春晚押题相声
530,郭子,【旧曲新歌奥密克戎】2022春晚押题相声
531,太厉害了,【旧曲新歌奥密克戎】2022春晚押题相声
532,好,【旧曲新歌奥密克戎】2022春晚押题相声
533,好,【旧曲新歌奥密克戎】2022春晚押题相声
534,好,【旧曲新歌奥密克戎】2022春晚押题相声
535,有排面,【旧曲新歌奥密克戎】2022春晚押题相声
536,春晚没你我不看,【旧曲新歌奥密克戎】2022春晚押题相声
537,范伟呢,【旧曲新歌奥密克戎】2022春晚押题相声
538,这是鹬蚌相争的调？,【旧曲新歌奥密克戎】2022春晚押题相声
539,1234567,【旧曲新歌奥密克戎】2022春晚押题相声
540,开花,【旧曲新歌奥密克戎】2022春晚押题相声
541,好,【旧曲新歌奥密克戎】2022春晚押题相声
542,《基》,【旧曲新歌奥密克戎】2022春晚押题相声
543,6666666,【旧曲新歌奥密克戎】2022春晚押题相声
544,太牛了,【旧曲新歌奥密克戎】2022春晚押题相声
545,好！！！！（鼓掌）,【旧曲新歌奥密克戎】2022春晚押题相声
546,好！！！！,【旧曲新歌奥密克戎】2022春晚押题相声
547,好！,【旧曲新歌奥密克戎】2022春晚押题相声
548,我要这币何用？,【旧曲新歌奥密克戎】2022春晚押题相声
549,好！！,【旧曲新歌奥密克戎】2022春晚押题相声
550,6666666,【旧曲新歌奥密克戎】2022春晚押题相声
551,1234567,【旧曲新歌奥密克戎】2022春晚押题相声
552,好活,【旧曲新歌奥密克戎】2022春晚押题相声
553,牛批66666666,【旧曲新歌奥密克戎】2022春晚押题相声
554,好,【旧曲新歌奥密克戎】2022春晚押题相声
555,好！,【旧曲新歌奥密克戎】2022春晚押题相声
556,好！,【旧曲新歌奥密克戎】2022春晚押题相声
557,六学考古,【旧曲新歌奥密克戎】2022春晚押题相声
558,666,【旧曲新歌奥密克戎】2022春晚押题相声
559,哈哈哈太秀了,【旧曲新歌奥密克戎】2022春晚押题相声
560,爱看,【旧曲新歌奥密克戎】2022春晚押题相声
561,嗓子,【旧曲新歌奥密克戎】2022春晚押题相声
562,好,【旧曲新歌奥密克戎】2022春晚押题相声
563,哈哈哈哈,【旧曲新歌奥密克戎】2022春晚押题相声
564,RAP,【旧曲新歌奥密克戎】2022春晚押题相声
565,哈哈,【旧曲新歌奥密克戎】2022春晚押题相声
566,两分钟有点烫,【旧曲新歌奥密克戎】2022春晚押题相声
567,666,【旧曲新歌奥密克戎】2022春晚押题相声
568,第一第一！,【旧曲新歌奥密克戎】2022春晚押题相声
569,打破零,【旧曲新歌奥密克戎】2022春晚押题相声
570,来了,【旧曲新歌奥密克戎】2022春晚押题相声
571,我好快,【旧曲新歌奥密克戎】2022春晚押题相声
0,够尬，太是那个了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
1,等着一锅把小土豆都炖了（bushi,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
2,一块(每块的意思)和一块(一共的意思),二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
3,春晚导演真汗流浃背了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
4,二模卷蚌埠住了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
5,盲猜所有菜加一起68,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
6,没救了我竟然觉得比春晚好看,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
7,一块648,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
8,BGM走起来,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
9,锅包右,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
10,应该让第三个人喊“好啦”：）,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
11,南方也有会儿化音的啊，四川的就会,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
12,谁家大年三十还去旅游？,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
13,老板说的一块儿是所有菜的总计，南方人说的一块是一块肉,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
14,应该说锅包you,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
15,这梗真能上央视？,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
16,对味了文字游戏,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
17,二战转折点,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
18,春晚节目六月就送上去审核了，这波押中的可能性不大,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
19,太对了哥,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
20,一块等于算在一起,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
21,逆天,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
22,哈哈  梗太密了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
23,斩杀线到了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
24,一块：指这几个菜一起,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
25,哈 圈 春 晚,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
26,应该是代表不了尔滨的,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
27,二战转折点,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
28,二战结束了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
29,好冲啊！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
30,二战转折专用词,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
31,蚌埠住了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
32,《好啦》,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
33,斩杀线到了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
34,不行已经尬死了哈哈哈哈内味太冲了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
35,演技很棒，毫无违和感,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
36,押的最中的一集,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
37,导演看了连夜把南方小土豆换成南方小伙伴,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
38,关 键 团 控,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
39,味儿太重了哈哈哈哈哈,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
40,出音味来,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
41,唯一真神,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
42,二战转折点的笑死我了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
43,你嫌贵我还嫌贵呢,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
44,这段是真押上了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
45,押中了押中了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
46,斩杀线到啦,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
47,第一个一块儿是就一个，第二个一块儿是全部一起,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
48,这个梗可不敢用,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
49,太对味了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
50,汗流浃背了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
51,四百块~,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
52,已经开始尴尬了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
53,我也想过个消停年呐，老姑！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
54,二战转折点,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
55,2024春晚终极预测五套卷,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
56,好险淄博逃过一劫,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
57,有内味了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
58,已经看到结局了哈哈,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
59,什么顶级硬控,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
60,哦对了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
61,盲猜是全都加起来68,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
62,没懂一块儿68和一块儿68有啥区别,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
63,笑拥了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
64,要来力,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
65,细说没漏,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
66,真的压中了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
67,省流:押中了！！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
68,很尴尬，但比不上春晚,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
69,症能量の小曲,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
70,我竟觉得挺好看的,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
71,好～～～～～～～～～～～～啦,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
72,笑死我了整个哈尔滨人,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
73,此处应该是“我们尔滨”,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
74,这个题太新了春晚不会出（doge）,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
75,哦对了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
76,抠脚了开始,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
77,这口音暴露了……,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
78,完全一致,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
79,句句不提小土豆，处处都是小土豆,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
80,恭喜押中,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
81,还真压住了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
82,斩杀线到了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
83,好啦？？,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
84,一个是一块肉，一个是全部的菜,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
85,出音味来,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
86,啊啊啊我头皮发麻了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
87,首冲668，火麒麟大礼包带回家,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
88,斩杀线,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
89,哈 圈 春 晚,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
90,远古龙buff！启动,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
91,太对味了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
92,一块有全部的意思，三个菜一块（全部）68，南方人也听得懂啊,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
93,笑死了哈哈哈哈哈哈哈哈哈哈哈哈,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
94,所有菜加一起68不贵啊,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
95,我有一种关电视的冲动,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
96,比春晚幽默,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
97,天才！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
98,好，，，，，啦,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
99,是2025春晚押题卷才对,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
100,哦我竟然泪目了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
101,家里没老人的，过年出去旅游很常见,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
102,声音也很像李佳琦哈哈哈哈,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
103,对了对了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
104,666,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
105,创新题可以,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
106,有什么区别,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
107,你不会也要包个饺子吧,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
108,byd大年三十旅游是吧,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
109,李佳琦梗估计不玩，网红明星都是蛇鼠一窝的呢,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
110,泰酷辣上了我真把电视砸了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
111,巧妙，哈哈哈哈哈哈哈,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
112,南方一般说一起，不说一块,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
113,给我看笑了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
114,我要哭了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
115,味道太正了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
116,东baby,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
117,这梗不会有,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
118,我以为是1.68元,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
119,谢谢，没看懂,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
120,孝鼠,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
121,南方人就不要带儿化音了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
122,笑晕了，比春晚好看,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
123,再听这曲子头要炸了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
124,不要再刷小土豆了，失败营销,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
125,有区别吗？doge,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
126,本来好不容易有个新剧本了，这下好了，啪一下，没了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
127,太对了姐，姐太对！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
128,泪目！！！呜呜呜~~~,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
129,哦牛批还有这种飞马的,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
130,好啦是精髓、、,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
131,真的很讨厌小土豆的梗,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
132,好感动,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
133,《触发关键词》,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
134,不够还原，和春晚比还是太好笑了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
135,对味了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
136,泪目,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
137,满分卷,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
138,好啦！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
139,泪目,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
140,太对为了让,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
141,都二模了，xdm赶紧复习,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
142,这个bgm出来憋不住了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
143,绷不住了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
144,绝活,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
145,出音味来,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
146,强行上价值,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
147,时空暂停加虚空对话，春晚味道＋1,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
148,开大啊！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
149,押中了。。。。。,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
150,？,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
151,一个指头和九个指头,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
152,好。。。啦！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
153,老师！中辣！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
154,我靠，真的压中了老师,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
155,这个误会一模一样,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
156,押中了！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
157,天才,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
158,血压上来了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
159,泪目,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
160,押对了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
161,押对了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
162,太强行了，文字梗,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
163,出音味来,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
164,一块68就是一块锅包肉68，一块儿是指所有加起来68,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
165,bgm正确,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
166,区别在哪里！！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
167,味太对了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
168,强行误会是真的押中了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
169,原来如此……细节有差异 但味绝对正,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
170,押中了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
171,押中了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
172,BGM对,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
173,中了！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
174,有味了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
175,押中了woc！！！！！,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
176,卧槽中了,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
177,锅包又,二模卷成功押中春晚真题  看看是怎么个事儿2024春晚小品押题二模卷《小土豆与锅包肉》
